,User,Date Created,Number of Likes,Source of Tweet,Tweet,Polarity,Emotion
8807,RyanMarino,2019-11-17 04:47:45+00:00,2,Twitter for iPhone,"Its almost entirely LEO. Although healthcare workers (EMS, nurses, docs, etc) are far from immune to bad information","{'neg': 0.148, 'neu': 0.759, 'pos': 0.093, 'compound': -0.3182}",Negative
8808,dogpatchryan,2019-11-17 04:45:17+00:00,1,Twitter for iPhone,"So tired of being told that America is so special, that we cant have the healthcare every western country has. Or the paid family leave. Or the workers rights. So tired.","{'neg': 0.194, 'neu': 0.717, 'pos': 0.089, 'compound': -0.4757}",Negative
8809,fox13seattle,2019-11-17 04:35:52+00:00,3,True Anthem,"Swedish nurses, healthcare workers vote to authorize strike","{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.128}",Negative
8810,perfectrose2011,2019-11-17 04:31:09+00:00,0,Twitter Web App,"Hey, Just became aware of your new shoe for healthcare workers, doctors and nurses. Great features for non-slip sole, fluid resist shoe covering and firm support. As a retire former RN, know many will appreciate this shoe. Thanks.","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.9081}",Positive
8811,vilanwij,2019-11-17 04:27:09+00:00,2,Twitter for Android,"Simple question, would anyone in their right mind seek less healthcare for a greater cost? We've been brainwashed for 70yrs. If it wasn't for communists party, socialist party and socialist workers party, the new deal would never have happened","{'neg': 0.154, 'neu': 0.795, 'pos': 0.051, 'compound': -0.5481}",Negative
8812,GujHFWDept,2019-11-17 04:13:51+00:00,9,Twitter Web App,"Gujarat CoH says, 'Gujarats ImTeCHO app is helping health workers perform better and improve infant and maternal mortality rates.' at 6th National Summit on Healthcare Services INDIA India Patel","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.7906}",Positive
8813,swhrconsulting,2019-11-17 03:54:22+00:00,0,IFTTT,"Swedish nurses, healthcare workers vote to authorize strike","{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.128}",Negative
8814,llLadyLikell,2019-11-17 03:50:37+00:00,3,Twitter for iPad,"You need to stop because youre erasing the injustice and mass incarceration that sex workers go through, not to mention the systemic discrimination that gay and trans people go through from being denied jobs, to healthcare and housing. You need to stop. Immediately.","{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.875}",Negative
8815,PunkyRain,2019-11-17 03:40:50+00:00,0,Twitter for Android,"Unions ensure fair wages, protect the rights of the workers, protect healthcare and sick leave, and are the most effective method of holding corporations and industries accountable. Conservatives do nothing except relax laws. Embrace conservativism, be exploited.","{'neg': 0.184, 'neu': 0.521, 'pos': 0.294, 'compound': 0.7084}",Positive
8816,shvdivas,2019-11-17 03:38:42+00:00,2,Twitter for Android,"hove It's Trevor &amp;  EDiots that called childish. Now they want to launch a satellite so they can broadcast their propaganda all over  world. All we asked to do is to 1st pay  healthcare workers a living wage, fix  economy &amp; then go for  satellite.","{'neg': 0.068, 'neu': 0.905, 'pos': 0.026, 'compound': -0.2732}",Negative
8817,gatheringstars,2019-11-17 03:38:30+00:00,0,Twitter Web App,"have you looked at what is going on in Chile lately? I have written to the Canadian Government, my MP and NOTHING! It is disgusting that Canada has said nothing on the blatant human rights violations. Today healthcare workers at work were attacked by police!","{'neg': 0.135, 'neu': 0.811, 'pos': 0.054, 'compound': -0.6379}",Negative
8818,Doctor__Anita,2019-11-17 03:03:10+00:00,3,Twitter Web App,"I recently sat an exam at the same hospital, entering through the door near which the Doctor was assaulted. When I arrived the person driving me insisted on walking me in for my own safety. This was in broad daylight. Safe, low cost parking for healthcare workers now please.","{'neg': 0.096, 'neu': 0.765, 'pos': 0.139, 'compound': 0.3612}",Positive
8819,tsutherland690,2019-11-17 02:59:54+00:00,0,Twitter for Android,"Yeah Millions of People have healthcare, But the American workers are busting their asses to pay for it, while those who get it free do nothing! Oh, my husband and i have no insurance because we cannot afford it... and he goes to work every day!","{'neg': 0.076, 'neu': 0.81, 'pos': 0.114, 'compound': 0.4997}",Positive
8820,crustyliver78,2019-11-17 02:43:07+00:00,0,Twitter for Android,"Wow! Mas pressing matter pa yan kesa sa problema ng mga rice farmers, public healthcare workers, public teachers, corruption, traffic, drugs, etc in no particularborder?!","{'neg': 0.072, 'neu': 0.75, 'pos': 0.179, 'compound': 0.508}",Positive
8821,suburban_woman,2019-11-17 02:20:17+00:00,0,Twitter Web App,"It's not interesting and I'm sure you don't care one bit about the president's health, but it is literally illegal to share health information without permission, and healthcare workers can and are fired for doing it. It's an ethical and legal issue.","{'neg': 0.196, 'neu': 0.624, 'pos': 0.18, 'compound': -0.4523}",Negative
8822,pattinichols,2019-11-17 01:55:58+00:00,2,Twitter for iPad,"Thats becoming common here too at restaurants and I guess whatever it takes to make sure workers have healthcare. But the first time we saw it, we asked to make sure thats what its supposed to be for.","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.5574}",Positive
8823,dfreedman7,2019-11-17 01:53:01+00:00,3,Twitter for Android,"So maybe more of a historical lit review for healthcare workers than something to convince the antivaxxers. Still working on what it would look like, just an idea to combine my two passions (vaccines and neuro)","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.7717}",Positive
8824,AubreeKarlin,2019-11-17 01:52:28+00:00,104,Twitter for iPhone,"Before you make a statement saying I make the, big bucks.. please look at my paycheck and also follow me around for my 12+ hour shift taking care of those in need. Healthcare workers EARN every penny they make- which I can assure you isnt enough to brag about.","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.7845}",Positive
8825,Traveling_89,2019-11-17 01:42:14+00:00,0,Twitter Web App,"Sisler Eak out a living,... 3.6% Underemployed or Unemployed?  4.4% + Cheap Universal Healthcare Plans - workers are living p-check-2-p ... That is the reality!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8826,joesegal,2019-11-17 01:39:32+00:00,24,Twitter Web App,In America I'm too far left because I want Healthcare for me and everyone when we need it. College without going broke. Sick leave &amp; maternity leave. Workers unions. But in every advanced nation in the world they call this everyday life. They've had all this for decades.,"{'neg': 0.044, 'neu': 0.814, 'pos': 0.142, 'compound': 0.6081}",Positive
8827,SmoothWrestling,2019-11-17 01:12:33+00:00,0,Twitter for Android,"In a disingenuous way while not pushing for universal healthcare, sex workers, and basically running a campaign off your own ego.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8828,Pandey4POTUS,2019-11-17 00:48:39+00:00,0,Twitter for iPhone,"We need to most definitely help those that cant afford healthcare. However, Medicare for All means that all traditional health insurance would go away. That includes around 180 million workers and their dependence with employer-provided coverage.","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.7159}",Positive
8829,TK75290637,2019-11-17 00:47:31+00:00,0,Twitter Web App,No the same cannot happen in other industries coz AB contributes the most much more than any Province to Canadas equalization.Oil simply contributes much more.Federal taxes for healthcare come from AB tar sands believe it or not.The real estate supported by oil workers? ,"{'neg': 0.044, 'neu': 0.909, 'pos': 0.046, 'compound': 0.0258}",Neutral
8830,thetimeisnowTB,2019-11-17 00:42:07+00:00,0,Twitter for iPhone,Im TooFarLeft because I love this nation &amp; every individual with every fiber of my being. Im toofarleft because I want my family friends neighbors co workers extended community &amp; nation to not die without healthcare &amp; under insurmountable debt. Reset ur compass,"{'neg': 0.048, 'neu': 0.727, 'pos': 0.225, 'compound': 0.8499}",Positive
8831,beaversandbrush,2019-11-17 00:41:58+00:00,6,Twitter Web App,Why do you deny healthcare to your workers so that untreated sick people are handling the food in your stores?,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.7152}",Negative
8832,doengels,2019-11-17 00:34:41+00:00,1,Twitter for iPad,"That is, of course, the point of job-provided health care. Its not for workers benefit, it is to make it easier for corporations to keep employees. When Unions tried to provide healthcare, corps pushed back hard.","{'neg': 0.09, 'neu': 0.77, 'pos': 0.14, 'compound': 0.4802}",Positive
8833,yellowpaiges,2019-11-17 00:26:44+00:00,0,Twitter for iPhone,Why are you behaving like Bernie bots? Biden didnt attack Harris and sell T-shirts off it. Hes had the same healthcare plan the entire time. He hasnt said a negative word about Harris. Her own campaign workers are blowing her up. This behavior wont gain her a vote,"{'neg': 0.118, 'neu': 0.78, 'pos': 0.102, 'compound': -0.2263}",Negative
8834,JosLyn7,2019-11-17 00:26:05+00:00,0,Twitter Web App,"Biohazards that should, in the hands of competent healthcare workers, be analyzed, traced, documented, so that cures can be distributed to all people who had eaten any amount of the game illegally sold.","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.3182}",Positive
8835,Runs0nFumes,2019-11-17 00:18:07+00:00,4,Twitter for Android,"I believe in a world without cages, a world of open borders. Homes and jobs that are guaranteed, that help us steward this planet not exploit. A healthcare system with a single-payer and a public providers. I believe in workers democracy. Guess I'm just TooFarLeft","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4581}",Positive
8836,DeeCal1,2019-11-17 00:13:05+00:00,0,Twitter for iPhone,"I respectfully disagree.The Republicans are in the courts attempting to take away ACA healthcare for millions of American families(including Louisiana families, children, workers) TrumpRussia TrumpTaxReturns TrumpExtorted TrumpTaxes GeauxVote USA Louisianaelection Vote","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.4019}",Positive
8837,AsVacation,2019-11-17 00:13:01+00:00,0,Twitter for Android,"It's the intellectually bankrupt big gov vs small gov approach. It isn't universal healthcare or social workers that oppress the marginalized, it's the police state. And conservatives genuflect at the feet of established power, particularly the police.","{'neg': 0.086, 'neu': 0.857, 'pos': 0.057, 'compound': -0.296}",Negative
8838,JoofGreenGables,2019-11-17 00:10:15+00:00,5,Twitter for iPhone,"Is Brexit DONE after the withdrawal agreement? Or will there be endless trade deals and ongoing to-ing and fro-ing that the voters have no input into like food quality &amp; pharma costs in other words ENDLESS UNCERTAINTY for workers, anyone who needs healthcare, parents etc?","{'neg': 0.1, 'neu': 0.766, 'pos': 0.134, 'compound': 0.2088}",Positive
8839,SEIU,2019-11-17 00:00:05+00:00,11,Sprout Social,HomeCare worker Lynette Dockery knows the power of numbers. Thats how CT home care workers won $15.50/hr. But the fight for sick leave &amp; healthcare keeps on. All we want is to be respected and appreciated for what we do. We need to be paid our worth.,"{'neg': 0.144, 'neu': 0.628, 'pos': 0.228, 'compound': 0.6542}",Positive
8840,wry_fungi,2019-11-16 23:59:51+00:00,0,Twitter for Android,"Sanders' plan also allocates money to subsidize displaced workers' income for several years while they find other work. He also has the most robust housing, childcare, and education plans, not to mention you'd have free healthcare with or without a job while you looked.","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.7178}",Positive
8841,TheSkinnyFatKid,2019-11-16 23:56:14+00:00,2,Twitter for iPhone,"And healthcare, hotel and restaurant workers.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8842,HerRoyalCakines,2019-11-16 23:42:47+00:00,0,Facebook,Nurses Say Violent Assaults Against Healthcare Workers Are a Silent Epidemic,"{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.8126}",Negative
8843,RichRaho,2019-11-16 23:40:05+00:00,22,Twitter for iPhone,"With VIP seating for some very special guests, receiving Romes Bambino Gesu Hospital in Saturday audience, Pope Francis urges healthcare workers to listen to the moral authority of sick and suffering children","{'neg': 0.146, 'neu': 0.663, 'pos': 0.19, 'compound': 0.2325}",Positive
8844,fox13seattle,2019-11-16 23:35:51+00:00,4,True Anthem,"Swedish nurses, healthcare workers vote to authorize strike","{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.128}",Negative
8845,Cummunist_RSA,2019-11-16 23:33:51+00:00,8,Twitter for Android,"I'm TooFarLeft because I believe everyone deserves a good education, a home, 3+ healthy meals everyday, clean water, universal healthcare, fibre internet. I believe that workers deserve the right to buy out the company they work for and form a worker co-op.","{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.8074}",Positive
8846,Gabbeyonce_,2019-11-16 23:33:06+00:00,1,Twitter Web App,Healthcare is great when youre supposed to go to urgent care for workers comp but every option provided by your work rejects your ass!!,"{'neg': 0.278, 'neu': 0.548, 'pos': 0.174, 'compound': -0.7639}",Negative
8847,paddyjoeboyle,2019-11-16 23:17:20+00:00,11,Twitter for iPhone,prof student deans 1. Professors are becoming frontline mental healthcare workers and they are not trained to be. 2. Administrative bloat. 3. Lack of true diversity in internationalization.,"{'neg': 0.064, 'neu': 0.859, 'pos': 0.078, 'compound': 0.128}",Positive
8848,ChadBuder,2019-11-16 23:03:40+00:00,2,Twitter Web App,63 percent of the production and nonsupervisory jobs created over the past 30 years have been in low-wage and low-hour positions.-I don't think taxing billionaires &amp; providing healthcare for American workers who can no longer earn it equals TooFarLeft.,"{'neg': 0.052, 'neu': 0.9, 'pos': 0.047, 'compound': -0.0516}",Negative
